,index,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Country,Debut Year,Last Year,Total Years,Innings per Matches,Not outs per innings,Arithmatic Average of Total Runs by Inns Played,Not Out when scored highest,HS Numeric,100's per innings,50's per innings,0's per innings,4s numeric,6s numeric,boundaries,4s per Inns,6s per Inns,Boundary Ave per Inns,boundaries per innings,runs scored by boundaries,boundaries to runs ratio,runs without boundaries,BF without boundaries,Strike Rate without boundaries,Avg runs per year
471,1126,GR Marsh ,1986-1992,117,115.0,6.0,4357.0,126*,39.97,7790.0,55.93,9.0,22.0,4.0,302,22,AUSTRALIA,1986,1992,6,0.9829059829059829,0.05217391304347826,37.88695652173913,1,126,0.0782608695652174,0.19130434782608696,0.034782608695652174,302,22,324,2.626086956521739,0.19130434782608696,11.652173913043478,2.8173913043478263,1340,0.3075510672481065,3017.0,7466.0,40.40985802303777,726.1666666666666
472,1127,MR Marsh ,2011-2021,63,59.0,9.0,1672.0,102*,33.44,1847.0,90.52,1.0,12.0,4.0,139,41,AUSTRALIA,2011,2021,10,0.9365079365079365,0.15254237288135594,28.338983050847457,1,102,0.01694915254237288,0.2033898305084746,0.06779661016949153,139,41,180,2.3559322033898304,0.6949152542372882,13.593220338983052,3.0508474576271185,802,0.4796650717703349,870.0,1667.0,52.18956208758249,167.2
473,1128,RW Marsh ,1971-1984,92,76.0,15.0,1225.0,66,20.08,1489.0,82.26,0.0,4.0,7.0,86,17,AUSTRALIA,1971,1984,13,0.8260869565217391,0.19736842105263158,16.11842105263158,0,66,0.0,0.05263157894736842,0.09210526315789473,86,17,103,1.131578947368421,0.2236842105263158,5.868421052631579,1.355263157894737,446,0.3640816326530612,779.0,1386.0,56.2049062049062,94.23076923076923
474,1129,SE Marsh ,2008-2019,73,72.0,4.0,2773.0,151,40.77,3406.0,81.41,7.0,15.0,3.0,247,36,AUSTRALIA,2008,2019,11,0.9863013698630136,0.05555555555555555,38.513888888888886,0,151,0.09722222222222222,0.20833333333333334,0.041666666666666664,247,36,283,3.4305555555555554,0.5,16.72222222222222,3.9305555555555554,1204,0.43418680129823295,1569.0,3123.0,50.24015369836695,252.0909090909091
475,1130,DR Martyn ,1992-2006,208,182.0,51.0,5346.0,144*,40.8,6877.0,77.73,5.0,37.0,10.0,441,22,AUSTRALIA,1992,2006,14,0.875,0.2802197802197802,29.373626373626372,1,144,0.027472527472527472,0.2032967032967033,0.054945054945054944,441,22,463,2.423076923076923,0.12087912087912088,10.417582417582416,2.543956043956044,1896,0.3546576879910213,3450.0,6414.0,53.78858746492049,381.85714285714283
476,1132,GRJ Matthews ,1984-1993,59,50.0,13.0,619.0,54,16.72,911.0,67.94,0.0,1.0,5.0,23,3,AUSTRALIA,1984,1993,9,0.847457627118644,0.26,12.38,0,54,0.0,0.02,0.1,23,3,26,0.46,0.06,2.2,0.52,110,0.1777059773828756,509.0,885.0,57.51412429378531,68.77777777777777
477,1133,GJ Maxwell ,2012-2020,116,106.0,12.0,3230.0,108,34.36,2575.0,125.43,2.0,22.0,9.0,309,116,AUSTRALIA,2012,2020,8,0.9137931034482759,0.11320754716981132,30.471698113207548,0,108,0.018867924528301886,0.20754716981132076,0.08490566037735849,309,116,425,2.9150943396226414,1.0943396226415094,18.22641509433962,4.009433962264151,1932,0.5981424148606811,1298.0,2150.0,60.372093023255815,403.75
478,1134,TBA May ,1987-1995,47,12.0,8.0,39.0,15,9.75,52.0,75.0,0.0,0.0,0.0,1,0,AUSTRALIA,1987,1995,8,0.2553191489361702,0.6666666666666666,3.25,0,15,0.0,0.0,0.0,1,0,1,0.08333333333333333,0.0,0.3333333333333333,0.08333333333333333,4,0.10256410256410256,35.0,51.0,68.62745098039215,4.875
479,1137,TM Moody ,1987-1999,76,64.0,12.0,1211.0,89,23.28,1747.0,69.31,0.0,10.0,6.0,74,18,AUSTRALIA,1987,1999,12,0.8421052631578947,0.1875,18.921875,0,89,0.0,0.15625,0.09375,74,18,92,1.15625,0.28125,6.3125,1.4375,404,0.33360858794384807,807.0,1655.0,48.76132930513595,100.91666666666667
480,1143,SP O'Donnell ,1985-1991,87,64.0,15.0,1242.0,74*,25.34,1534.0,80.96,0.0,9.0,5.0,72+,28+,AUSTRALIA,1985,1991,6,0.735632183908046,0.234375,19.40625,1,74,0.0,0.140625,0.078125,72,28,100,1.125,0.4375,7.125,1.5625,456,0.3671497584541063,786.0,1434.0,54.811715481171554,207.0
481,1145,TD Paine ,2009-2018,35,35.0,3.0,890.0,111,27.81,1257.0,70.8,1.0,5.0,1.0,96,6,AUSTRALIA,2009,2018,9,1.0,0.08571428571428572,25.428571428571427,0,111,0.02857142857142857,0.14285714285714285,0.02857142857142857,96,6,102,2.742857142857143,0.17142857142857143,12.0,2.914285714285714,420,0.47191011235955055,470.0,1155.0,40.692640692640694,98.88888888888889
482,1147,LS Pascoe ,1977-1982,29,11.0,7.0,39.0,15*,9.75,102.0,38.23,0.0,0.0,2.0,2,0,AUSTRALIA,1977,1982,5,0.3793103448275862,0.6363636363636364,3.5454545454545454,1,15,0.0,0.0,0.18181818181818182,2,0,2,0.18181818181818182,0.0,0.7272727272727273,0.18181818181818182,8,0.20512820512820512,31.0,100.0,31.0,7.8
483,1151,RT Ponting ,1995-2012,374,364.0,39.0,13589.0,164,41.81,16944.0,80.19,29.0,82.0,20.0,1223,159,AUSTRALIA,1995,2012,17,0.9732620320855615,0.10714285714285714,37.332417582417584,0,164,0.07967032967032966,0.22527472527472528,0.054945054945054944,1223,159,1382,3.35989010989011,0.4368131868131868,16.060439560439562,3.7967032967032965,5846,0.4302008977849731,7743.0,15562.0,49.75581544788588,799.3529411764706
484,1153,CG Rackemann ,1983-1991,52,18.0,6.0,34.0,9*,2.83,77.0,44.15,0.0,0.0,6.0,0,0,AUSTRALIA,1983,1991,8,0.34615384615384615,0.3333333333333333,1.8888888888888888,1,9,0.0,0.0,0.3333333333333333,0,0,0,0.0,0.0,0.0,0.0,0,0.0,34.0,77.0,44.15584415584416,4.25
485,1155,BA Reid ,1986-1992,61,21.0,8.0,49.0,10,3.76,117.0,41.88,0.0,0.0,1.0,2,0,AUSTRALIA,1986,1992,6,0.3442622950819672,0.38095238095238093,2.3333333333333335,0,10,0.0,0.0,0.047619047619047616,2,0,2,0.09523809523809523,0.0,0.38095238095238093,0.09523809523809523,8,0.16326530612244897,41.0,115.0,35.65217391304348,8.166666666666666
486,1156,PR Reiffel ,1992-1999,92,57.0,21.0,503.0,58,13.97,709.0,70.94,0.0,1.0,5.0,26,1,AUSTRALIA,1992,1999,7,0.6195652173913043,0.3684210526315789,8.824561403508772,0,58,0.0,0.017543859649122806,0.08771929824561403,26,1,27,0.45614035087719296,0.017543859649122806,1.9298245614035086,0.47368421052631576,110,0.21868787276341947,393.0,682.0,57.62463343108505,71.85714285714286
487,1158,KW Richardson ,2013-2020,25,12.0,7.0,75.0,24*,15.0,68.0,110.29,0.0,0.0,2.0,7,4,AUSTRALIA,2013,2020,7,0.48,0.5833333333333334,6.25,1,24,0.0,0.0,0.16666666666666666,7,4,11,0.5833333333333334,0.3333333333333333,4.333333333333334,0.9166666666666666,52,0.6933333333333334,23.0,57.0,40.35087719298245,10.714285714285714
488,1159,GM Ritchie ,1982-1987,44,42.0,7.0,959.0,84,27.4,1479.0,64.84,0.0,6.0,2.0,55,6,AUSTRALIA,1982,1987,5,0.9545454545454546,0.16666666666666666,22.833333333333332,0,84,0.0,0.14285714285714285,0.047619047619047616,55,6,61,1.3095238095238095,0.14285714285714285,6.095238095238095,1.4523809523809523,256,0.2669447340980188,703.0,1418.0,49.576868829337094,191.8
489,1160,SJ Rixon ,1978-1985,6,6.0,3.0,40.0,20*,13.33,98.0,40.81,0.0,0.0,1.0,1,0,AUSTRALIA,1978,1985,7,1.0,0.5,6.666666666666667,1,20,0.0,0.0,0.16666666666666666,1,0,1,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,4,0.1,36.0,97.0,37.11340206185567,5.714285714285714
490,1168,PM Siddle ,2009-2019,20,6.0,3.0,31.0,10*,10.33,30.0,103.33,0.0,0.0,1.0,2,0,AUSTRALIA,2009,2019,10,0.3,0.5,5.166666666666667,1,10,0.0,0.0,0.16666666666666666,2,0,2,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,8,0.25806451612903225,23.0,28.0,82.14285714285714,3.1
491,1173,SPD Smith ,2010-2020,128,113.0,12.0,4378.0,164,43.34,4947.0,88.49,11.0,25.0,5.0,377,42,AUSTRALIA,2010,2020,10,0.8828125,0.10619469026548672,38.743362831858406,0,164,0.09734513274336283,0.22123893805309736,0.04424778761061947,377,42,419,3.336283185840708,0.37168141592920356,15.575221238938052,3.7079646017699117,1760,0.4020100502512563,2618.0,4528.0,57.81802120141343,437.8
492,1176,MA Starc ,2010-2021,99,56.0,21.0,428.0,52*,12.22,490.0,87.34,0.0,1.0,9.0,32,11,AUSTRALIA,2010,2021,11,0.5656565656565656,0.375,7.642857142857143,1,52,0.0,0.017857142857142856,0.16071428571428573,32,11,43,0.5714285714285714,0.19642857142857142,3.4642857142857144,0.7678571428571429,194,0.4532710280373832,234.0,447.0,52.348993288590606,38.90909090909091
493,1177,MP Stoinis ,2015-2020,45,42.0,7.0,1106.0,146*,31.6,1199.0,92.24,1.0,6.0,4.0,96,37,AUSTRALIA,2015,2020,5,0.9333333333333333,0.16666666666666666,26.333333333333332,1,146,0.023809523809523808,0.14285714285714285,0.09523809523809523,96,37,133,2.2857142857142856,0.8809523809523809,14.428571428571427,3.1666666666666665,606,0.5479204339963833,500.0,1066.0,46.90431519699813,221.2
494,1179,A Symonds ,1998-2009,198,161.0,33.0,5088.0,156,39.75,5504.0,92.44,6.0,30.0,15.0,449,103,AUSTRALIA,1998,2009,11,0.8131313131313131,0.20496894409937888,31.60248447204969,0,156,0.037267080745341616,0.18633540372670807,0.09316770186335403,449,103,552,2.7888198757763973,0.639751552795031,14.993788819875775,3.4285714285714284,2414,0.4744496855345912,2674.0,4952.0,53.998384491114706,462.54545454545456
495,1181,MA Taylor ,1989-1997,113,110.0,1.0,3514.0,105,32.23,5908.0,59.47,1.0,28.0,4.0,273,7,AUSTRALIA,1989,1997,8,0.9734513274336283,0.00909090909090909,31.945454545454545,0,105,0.00909090909090909,0.2545454545454545,0.03636363636363636,273,7,280,2.481818181818182,0.06363636363636363,10.309090909090909,2.5454545454545454,1134,0.32270916334661354,2380.0,5628.0,42.28855721393035,439.25
496,1182,PL Taylor ,1987-1992,83,47.0,25.0,437.0,54*,19.86,583.0,74.95,0.0,1.0,4.0,23,0,AUSTRALIA,1987,1992,5,0.5662650602409639,0.5319148936170213,9.297872340425531,1,54,0.0,0.02127659574468085,0.0851063829787234,23,0,23,0.48936170212765956,0.0,1.9574468085106382,0.48936170212765956,92,0.21052631578947367,345.0,560.0,61.60714285714286,87.4
497,1184,JR Thomson ,1975-1985,50,30.0,6.0,181.0,21,7.54,280.0,64.64,0.0,0.0,5.0,9,2,AUSTRALIA,1975,1985,10,0.6,0.2,6.033333333333333,0,21,0.0,0.0,0.16666666666666666,9,2,11,0.3,0.06666666666666667,1.6,0.36666666666666664,48,0.26519337016574585,133.0,269.0,49.44237918215613,18.1
498,1192,AC Voges ,2007-2013,31,28.0,9.0,870.0,112*,45.78,998.0,87.17,1.0,4.0,0.0,61,10,AUSTRALIA,2007,2013,6,0.9032258064516129,0.32142857142857145,31.071428571428573,1,112,0.03571428571428571,0.14285714285714285,0.0,61,10,71,2.1785714285714284,0.35714285714285715,10.857142857142856,2.5357142857142856,304,0.34942528735632183,566.0,927.0,61.057173678532905,145.0
499,1193,MS Wade ,2012-2021,97,83.0,12.0,1867.0,100*,26.29,2288.0,81.59,1.0,11.0,5.0,129,34,AUSTRALIA,2012,2021,9,0.8556701030927835,0.14457831325301204,22.49397590361446,1,100,0.012048192771084338,0.13253012048192772,0.060240963855421686,129,34,163,1.5542168674698795,0.40963855421686746,8.674698795180722,1.963855421686747,720,0.38564542046063205,1147.0,2125.0,53.976470588235294,207.44444444444446
500,1194,MHN Walker ,1974-1981,17,11.0,3.0,79.0,20,9.87,170.0,46.47,0.0,0.0,1.0,6,0,AUSTRALIA,1974,1981,7,0.6470588235294118,0.2727272727272727,7.181818181818182,0,20,0.0,0.0,0.09090909090909091,6,0,6,0.5454545454545454,0.0,2.1818181818181817,0.5454545454545454,24,0.3037974683544304,55.0,164.0,33.53658536585366,11.285714285714286
501,1195,KD Walters ,1971-1981,28,24.0,6.0,513.0,59,28.5,732.0,70.08,0.0,2.0,1.0,37,0,AUSTRALIA,1971,1981,10,0.8571428571428571,0.25,21.375,0,59,0.0,0.08333333333333333,0.041666666666666664,37,0,37,1.5416666666666667,0.0,6.166666666666667,1.5416666666666667,148,0.2884990253411306,365.0,695.0,52.51798561151079,51.3
502,1196,SK Warne ,1993-2003,193,106.0,28.0,1016.0,55,13.02,1411.0,72.0,0.0,1.0,10.0,60,13,AUSTRALIA,1993,2003,10,0.5492227979274611,0.2641509433962264,9.584905660377359,0,55,0.0,0.009433962264150943,0.09433962264150944,60,13,73,0.5660377358490566,0.12264150943396226,3.0,0.6886792452830188,318,0.31299212598425197,698.0,1338.0,52.167414050822124,101.6
